Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	25	-6.92E-1	2.1E-4	-1.7E-1
2	2E-1	******	******	******	******	25	-1.36E0	4.97E-4	-3.35E-1
3	3E-1	******	******	******	******	25	5.23E-1	-3.66E-4	1.29E-1
4	4E-1	******	******	******	******	25	7.16E-1	-3.45E-4	1.76E-1
5	5E-1	******	******	******	******	25	-9.76E-3	1.34E-4	-2.4E-3
6	6E-1	******	******	******	******	25	3.02E-2	-5.24E-5	7.43E-3
7	7.01E-1	******	******	******	******	25	-7.57E-2	1.66E-4	-1.86E-2
8	8.01E-1	******	******	******	******	25	1.24E-2	-3.76E-5	3.05E-3
9	9.01E-1	******	******	******	******	25	-3.83E-2	7.93E-5	-9.42E-3
10	1E0	******	******	******	******	25	6.12E-2	-1.3E-4	1.5E-2
11	1.1E0	******	******	******	******	25	-4.07E-2	7.34E-5	-1E-2
12	1.2E0	******	******	******	******	25	2E-2	-2.67E-5	4.91E-3
13	1.3E0	******	******	******	******	25	6.21E-2	-1.21E-4	1.52E-2
14	1.4E0	******	******	******	******	25	4.16E-3	3.5E-5	1.02E-3
15	1.5E0	******	******	******	******	25	8.75E-2	-1.86E-4	2.15E-2
16	1.6E0	******	******	******	******	25	3.19E-2	-6.3E-5	7.83E-3
17	1.7E0	******	******	******	******	25	4.19E-2	-6.72E-5	1.03E-2
18	1.8E0	******	******	******	******	25	7.3E-2	-9.31E-5	1.79E-2
19	1.9E0	******	******	******	******	25	6.02E-2	-5.73E-5	1.48E-2
20	2E0	******	******	******	******	25	7.52E-2	-1.5E-4	1.85E-2
21	2.1E0	******	******	******	******	25	3.37E-2	2.12E-5	8.29E-3
22	2.2E0	******	******	******	******	25	8.71E-2	-1.07E-4	2.14E-2
23	2.3E0	******	******	******	******	25	2.89E-2	-8.03E-6	7.11E-3
24	2.4E0	******	******	******	******	25	5.76E-2	5.37E-6	1.41E-2
25	2.5E0	******	******	******	******	25	7.4E-2	1.84E-6	1.82E-2
26	2.6E0	******	******	******	******	25	7.48E-2	2.19E-5	1.84E-2
27	2.7E0	******	******	******	******	25	5.09E-2	-2.96E-5	1.25E-2
28	2.8E0	******	******	******	******	25	4.85E-2	1E-4	1.19E-2
29	2.9E0	******	******	******	******	25	1.49E-3	6.43E-5	3.67E-4
30	3E0	******	******	******	******	25	1.31E-2	1.27E-4	3.23E-3
31	3.1E0	******	******	******	******	25	1.36E-2	4.23E-5	3.35E-3
32	3.2E0	******	******	******	******	25	1.83E-2	1.78E-4	4.5E-3
33	3.3E0	******	******	******	******	25	5.84E-2	-3.65E-5	1.44E-2
34	3.4E0	******	******	******	******	25	-4.38E-2	1.54E-4	-1.08E-2
35	3.5E0	******	******	******	******	25	4.41E-3	1.3E-4	1.08E-3
36	3.6E0	******	******	******	******	25	-2.19E-3	5.28E-5	-5.37E-4
37	3.7E0	******	******	******	******	25	-4.47E-3	1.23E-4	-1.1E-3
38	3.8E0	******	******	******	******	25	6.05E-2	-9.87E-5	1.49E-2
39	3.9E0	******	******	******	******	25	1.81E-2	8.55E-5	4.45E-3
40	4E0	******	******	******	******	25	4.34E-2	-5.15E-5	1.07E-2
41	4.1E0	******	******	******	******	25	1.21E-2	8.48E-5	2.98E-3
42	4.2E0	******	******	******	******	25	7.05E-2	-1.59E-5	1.73E-2
43	4.3E0	******	******	******	******	25	8.68E-2	-1.06E-4	2.13E-2
44	4.4E0	******	******	******	******	25	7.04E-2	5.53E-6	1.73E-2
45	4.5E0	******	******	******	******	25	2.18E-2	-1.51E-5	5.35E-3
46	4.6E0	******	******	******	******	25	6.71E-2	-3.1E-5	1.65E-2
47	4.7E0	******	******	******	******	25	1.21E-1	-2.21E-4	2.98E-2
48	4.8E0	******	******	******	******	25	3.07E-2	4.66E-5	7.54E-3
49	4.9E0	******	******	******	******	25	1.01E-1	-1.3E-4	2.47E-2
50	5E0	******	******	******	******	25	5.6E-2	-1.98E-6	1.38E-2
51	5.1E0	******	******	******	******	25	1.07E-1	-1.23E-4	2.64E-2
52	5.2E0	******	******	******	******	25	1.18E-1	-1.28E-4	2.91E-2
53	5.3E0	******	******	******	******	25	8.14E-2	-5.25E-5	2E-2
54	5.4E0	******	******	******	******	25	1.39E-1	-8.88E-5	3.43E-2
55	5.5E0	******	******	******	******	25	8.06E-2	-7.43E-5	1.98E-2
56	5.6E0	******	******	******	******	25	1.36E-1	-1.3E-4	3.34E-2
57	5.7E0	******	******	******	******	25	8.38E-2	5.45E-5	2.06E-2
58	5.8E0	******	******	******	******	25	1.44E-1	-1.4E-4	3.54E-2
59	5.9E0	******	******	******	******	25	4.09E-2	1.33E-4	1E-2
60	6E0	******	******	******	******	25	8.57E-2	2.29E-5	2.11E-2
61	6.1E0	******	******	******	******	25	7.79E-2	6.27E-5	1.91E-2
62	6.2E0	******	******	******	******	25	5.71E-2	4.99E-5	1.4E-2
63	6.3E0	******	******	******	******	25	6.33E-2	3.96E-5	1.56E-2
64	6.4E0	******	******	******	******	25	2.91E-2	8.05E-5	7.15E-3
65	6.5E0	******	******	******	******	25	5.51E-2	1.47E-4	1.35E-2
66	6.6E0	******	******	******	******	25	5.57E-2	3.27E-7	1.37E-2
67	6.7E0	******	******	******	******	25	6.02E-2	7.91E-5	1.48E-2
68	6.8E0	******	******	******	******	25	2.9E-2	9.32E-5	7.12E-3
69	6.9E0	******	******	******	******	25	2.03E-2	1.75E-4	4.98E-3
70	7E0	******	******	******	******	25	6.26E-2	-1.15E-5	1.54E-2
71	7.1E0	******	******	******	******	25	2.82E-2	8.37E-5	6.92E-3
72	7.2E0	******	******	******	******	25	1.01E-1	3.58E-5	2.47E-2
73	7.3E0	******	******	******	******	25	5.76E-2	1.3E-4	1.42E-2
74	7.4E0	******	******	******	******	25	9.13E-2	-3.4E-5	2.24E-2
75	7.5E0	******	******	******	******	25	2.47E-2	7.47E-5	6.06E-3
76	7.6E0	******	******	******	******	25	8.84E-2	3.05E-5	2.17E-2
77	7.7E0	******	******	******	******	25	1.09E-1	-6.39E-5	2.68E-2
78	7.8E0	******	******	******	******	25	9.17E-2	2.98E-5	2.25E-2
79	7.9E0	******	******	******	******	25	1.06E-1	-1.16E-4	2.6E-2
80	8E0	******	******	******	******	25	1.34E-1	-1.15E-4	3.28E-2
81	8.1E0	******	******	******	******	25	1.07E-1	-1.43E-5	2.63E-2
82	8.2E0	******	******	******	******	25	9.42E-2	2.26E-5	2.31E-2
83	8.3E0	******	******	******	******	25	1.23E-1	-1.18E-4	3.02E-2
84	8.4E0	******	******	******	******	25	1.55E-1	-1.96E-4	3.81E-2
85	8.5E0	******	******	******	******	25	9.25E-2	-5.25E-5	2.27E-2
86	8.6E0	******	******	******	******	25	8.78E-2	2.58E-6	2.16E-2
87	8.7E0	******	******	******	******	25	1.05E-1	-8.85E-5	2.58E-2
88	8.8E0	******	******	******	******	25	1.07E-1	-8.36E-5	2.64E-2
89	8.9E0	******	******	******	******	25	1.06E-1	-4.05E-5	2.61E-2
90	9E0	******	******	******	******	25	1.07E-1	-6.71E-5	2.62E-2
91	9.1E0	******	******	******	******	25	6.82E-2	-1.15E-4	1.68E-2
92	9.2E0	******	******	******	******	25	5.88E-2	2.26E-5	1.44E-2
93	9.3E0	******	******	******	******	25	6.55E-2	-3.41E-6	1.61E-2
94	9.4E0	******	******	******	******	25	8.45E-2	-4.99E-5	2.08E-2
95	9.5E0	******	******	******	******	25	1.01E-2	3.53E-5	2.49E-3
96	9.6E0	******	******	******	******	25	4.79E-2	-3.73E-5	1.18E-2
97	9.7E0	******	******	******	******	25	8.37E-2	-1.8E-5	2.06E-2
98	9.8E0	******	******	******	******	25	2.26E-2	5.18E-5	5.55E-3
99	9.9E0	******	******	******	******	25	1.24E-2	6.45E-5	3.04E-3
100	1E+1	******	******	******	******	25	5.08E-2	6.13E-5	1.25E-2
